"CountryCode","SeriesCode","DESCRIPTION",
"BRB","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BRB","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"BRB","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BRB","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BRB","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BRB","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BRN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BRN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BRN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BRN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BRN","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"BRN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BRN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BRN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BRN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BRN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BTN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BTN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BTN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BTN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BTN","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"BTN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BTN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BTN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BTN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BTN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BWA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BWA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BWA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BWA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BWA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"BWA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BWA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BWA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BWA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BWA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"CAF","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"CAF","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"CAF","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"CAF","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"CAF","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"CAF","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"CAF","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CAF","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"CAF","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens.",
"CAF","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"CAN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CAN","SP.DYN.LE00.FE.IN","Data source: Statistics Canada",
"CAN","SP.DYN.LE00.MA.IN","Data source: Statistics Canada",
"CAN","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"CAN","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"CAN","SP.DYN.CBRT.IN","Data source: Statistics Canada, United Nations Population and Vital Statistics Report, United Nations World Population Prospects",
"CAN","SP.DYN.TFRT.IN","Data source: Statistics Canada, United Nations World Population Prospects",
"CAN","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"CAN","SP.POP.TOTL","Data source: Statistics Canada",
"CAN","SP.DYN.CDRT.IN","Data source: Statistics Canada, United Nations Population and Vital Statistics Report, United Nations World Population Prospects",
"CHE","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"CHE","SP.DYN.LE00.MA.IN","Data source: Eurostat, Swiss Federal Statistical Office",
"CHE","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"CHE","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"CHE","SP.DYN.CBRT.IN","Data source: Eurostat",
"CHE","SP.DYN.TFRT.IN","Data source: Eurostat, Swiss Federal Statistical Office",
"CHE","SP.POP.TOTL","Data source: Eurostat",
"CHE","SP.DYN.CDRT.IN","Data source: Eurostat",
"CHE","SP.DYN.LE00.FE.IN","Data source: Eurostat, Swiss Federal Statistical Office",
"CHE","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CHI","SP.DYN.TO65.MA.ZS","Refers to Guernsey, and Jersey.",
"CHI","SG.POP.MIGR.FE.ZS","Refers to Guernsey, and Jersey. Estimates were derived from data on the foreign-born population.",
"CHI","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"CHI","SP.POP.0014.TO.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG04.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG02.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG04.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG02.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects. Refers to Guernsey, and Jersey.",
"CHI","SP.DYN.TO65.FE.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"CHI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"CHI","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"CHI","SP.POP.AG00.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"CHI","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. Refers to Guernsey, and Jersey.",
"CHI","SP.POP.65UP.TO.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.ADO.TFRT","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG05.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG03.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG05.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG01.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"CHI","SP.POP.AG01.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.TOTL.FE.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG00.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG03.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CHI","SP.POP.BRTH.MF","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.1564.TO.ZS","Refers to Guernsey, and Jersey.",
"CHL","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"CHL","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"CHL","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"CHL","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"CHL","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"CHL","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"CHL","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CHL","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"CHL","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"CHL","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"CHN","SP.DYN.CDRT.IN","Data source: National Bureau of Statistics",
"CHN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"CHN","SP.ADO.TFRT","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.AG00.MA.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.AG03.MA.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"CHN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"CHN","SP.POP.65UP.TO.ZS","Excluding Hong Kong SAR, China; Macao SAR, China; Taiwan, China.",
"CHN","SP.DYN.CBRT.IN","Data source: National Bureau of Statistics",
"CHN","SP.POP.AG00.FE.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.DYN.TO65.FE.ZS","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.AG04.FE.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.AG02.MA.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.TOTL.FE.ZS","Excluding Hong Kong SAR, China; Macao SAR, China; Taiwan, China.",
"CHN","SP.DYN.TO65.MA.ZS","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SG.POP.MIGR.FE.ZS","For statistical purposes, the data for China do not include Hong Kong and Macao and Special Administrative Regions (SAR) of China. Estimates were derived from data on foreign citizens.",
"CHN","SP.POP.AG04.MA.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.0014.TO.ZS","Excluding Hong Kong SAR, China; Macao SAR, China; Taiwan, China.",
"CHN","SP.POP.AG02.FE.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.1564.TO.ZS","Excluding Hong Kong SAR, China; Macao SAR, China; Taiwan, China.",
"CHN","SP.POP.AG01.MA.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.BRTH.MF","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects. The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.TOTL","Data source: National Bureau of Statistics",
"CHN","SP.POP.AG01.FE.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CHN","SP.POP.AG05.MA.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.AG03.FE.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.AG05.FE.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CIV","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"CIV","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens. Estimates were derived from data on the foreign-born population.",
"CIV","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"CIV","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CIV","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"CIV","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"CIV","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"CIV","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"CIV","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"CIV","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"CMR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CMR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"CMR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"CMR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"CMR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
